caseid,age,sex,marry,job_satisfaction,income,school,satisfaction_balance,satisfaction_familytime,outdoor_activity,discrimination,competition,match_JobandEducation,weeks_employed
16756,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
16757,25 to 34 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
16758,45 to 54 years,Male,1,0,"More than 100,000",0,1,Satisfied,1,Yes,0,1,52
16763,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
16765,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
16770,75 years and over,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
16771,25 to 34 years,Male,1,1,"Less than 50,000",0,0,"NA",1,No,0,0,52
16772,25 to 34 years,Female,0,0,"Less than 50,000",1,1,"NA",1,No,0,0,52
16774,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
16775,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,1,52
16786,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
16788,25 to 34 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
16790,55 to 64 years,Female,1,0,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
16793,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
16800,45 to 54 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
16809,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
16811,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
16815,45 to 54 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
16817,25 to 34 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,Yes,1,1,52
16819,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
16822,45 to 54 years,Male,0,0,"Less than 50,000",1,1,"NA",1,No,0,1,52
16829,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
16843,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
16844,55 to 64 years,Female,1,1,"More than 100,000",0,0,"NA",1,No,1,1,52
16845,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
16848,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
16852,45 to 54 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
16854,65 to 74 years,Male,1,0,"Less than 50,000",0,1,Satisfied,0,No,0,0,42
16859,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,Yes,1,0,52
16862,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
16863,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,0,52
16864,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
16867,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
16869,55 to 64 years,Male,0,1,"More than 100,000",0,1,"NA",0,No,0,1,52
16873,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
16874,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
16878,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
16884,25 to 34 years,Male,0,0,"Less than 50,000",0,0,Very satisfied,1,No,0,1,52
16885,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
16886,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
16888,45 to 54 years,Male,1,1,"Less than 50,000",0,0,Very satisfied,1,No,0,0,52
16895,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
16899,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
16902,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
16903,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",1,1,"NA",1,No,0,1,52
16905,25 to 34 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
16907,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
16911,45 to 54 years,Male,0,1,"More than 100,000",0,1,"NA",1,No,1,1,52
16914,15 to 24 years,Male,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
16916,35 to 44 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,42
16917,15 to 24 years,Male,0,0,"Less than 50,000",1,1,Satisfied,1,No,0,0,22
16918,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,0,No,0,0,52
16920,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,24
16924,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,1,52
16925,55 to 64 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
16928,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
16932,35 to 44 years,Female,1,1,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,48
16934,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
16935,35 to 44 years,Male,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
16936,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
16937,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
16940,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
16941,65 to 74 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,8
16945,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
16947,35 to 44 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
16950,35 to 44 years,Female,0,0,"Less than 50,000",1,0,"NA",1,Yes,1,1,52
16953,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
16955,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
16956,25 to 34 years,Female,0,0,"Less than 50,000",0,0,Satisfied,1,No,1,1,52
16958,55 to 64 years,Male,1,1,"More than 100,000",0,0,"NA",1,No,1,1,52
16961,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,1,1,52
16967,35 to 44 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,1,1,48
16971,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,0,52
16974,15 to 24 years,Male,0,0,"Less than 50,000",1,1,Dissatisfied,1,No,0,0,40
16976,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
16985,35 to 44 years,Male,1,1,"Less than 50,000",0,0,Dissatisfied,1,No,0,1,52
16986,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
16987,15 to 24 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,50
16989,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
16993,65 to 74 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
16998,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
16999,25 to 34 years,Male,1,0,"More than 100,000",1,1,Satisfied,1,No,0,1,52
17001,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17005,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,52
17008,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17009,45 to 54 years,Female,0,0,"More than 100,000",0,0,"NA",1,No,1,1,52
17010,25 to 34 years,Male,0,1,"Less than 50,000",0,0,"NA",0,No,0,1,52
17014,25 to 34 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,1,20
17018,45 to 54 years,Male,1,0,"More than 100,000",0,0,Satisfied,0,No,0,0,52
17021,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,0,36
17022,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,Yes,1,1,52
17024,55 to 64 years,Male,0,0,"Less than 50,000",0,0,"NA",1,Yes,0,0,52
17028,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17032,65 to 74 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,44
17035,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
17041,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17042,45 to 54 years,Male,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
17047,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17049,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17050,55 to 64 years,Female,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17051,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17057,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,14
17060,55 to 64 years,Female,1,1,"More than 100,000",0,0,Satisfied,1,No,0,1,52
17061,25 to 34 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
17067,45 to 54 years,Female,1,1,"Less than 50,000",0,0,Satisfied,0,No,0,0,52
17070,35 to 44 years,Female,1,1,"Less than 50,000",1,0,Neither satisfied nor dissatisfied,1,No,1,1,52
17074,55 to 64 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,12
17077,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17078,15 to 24 years,Female,1,0,"Less than 50,000",0,1,Satisfied,0,No,0,1,52
17083,45 to 54 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17088,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
17093,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,Yes,0,1,52
17095,35 to 44 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
17103,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17107,25 to 34 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
17108,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,16
17109,65 to 74 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17112,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17113,55 to 64 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17115,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
17119,45 to 54 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,1,0,24
17120,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
17121,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17123,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
17124,65 to 74 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,0,No,0,1,52
17125,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Very satisfied,1,No,1,1,52
17128,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,0,52
17134,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17139,45 to 54 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,0,52
17141,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17142,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17144,55 to 64 years,Female,0,1,"More than 100,000",0,1,"NA",1,Yes,0,1,52
17146,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,1,32
17148,25 to 34 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17151,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,Yes,1,1,52
17153,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17159,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
17160,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
17161,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,0,52
17162,45 to 54 years,Female,0,0,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17163,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Dissatisfied,1,No,1,0,52
17166,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
17168,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,0,52
17170,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17174,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17183,55 to 64 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,1,1,25
17184,35 to 44 years,Male,1,0,"Between 50,000 to 100,000",0,0,"NA",1,No,1,1,52
17186,25 to 34 years,Male,0,0,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
17189,55 to 64 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,0,52
17192,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17195,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17196,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,Yes,0,0,52
17197,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,0,18
17199,35 to 44 years,Male,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17201,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17202,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
17204,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,0,52
17206,35 to 44 years,Male,0,0,"Between 50,000 to 100,000",0,0,"NA",0,No,0,1,52
17210,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Satisfied,0,No,1,0,52
17228,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,49
17233,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",1,Yes,1,0,52
17235,55 to 64 years,Female,1,1,"Less than 50,000",0,0,Satisfied,0,No,0,1,52
17238,35 to 44 years,Female,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
17239,35 to 44 years,Male,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,52
17241,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,1,0,52
17243,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,1,52
17244,25 to 34 years,Male,1,0,"Less than 50,000",1,1,Neither satisfied nor dissatisfied,1,No,1,1,52
17246,35 to 44 years,Female,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
17247,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17248,55 to 64 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,43
17250,35 to 44 years,Female,1,0,"Less than 50,000",0,1,Satisfied,0,No,0,0,52
17252,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17253,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
17265,45 to 54 years,Female,0,1,"More than 100,000",0,1,Dissatisfied,0,No,1,1,52
17269,55 to 64 years,Male,1,1,"More than 100,000",0,0,Dissatisfied,1,No,0,0,52
17271,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,No,0,1,52
17272,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,48
17278,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
17282,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17287,15 to 24 years,Male,0,1,"Less than 50,000",0,1,Satisfied,1,No,0,0,52
17288,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,1,0,52
17289,35 to 44 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
17290,25 to 34 years,Male,1,0,"Less than 50,000",0,0,Satisfied,0,No,0,1,52
17291,55 to 64 years,Female,1,1,"Less than 50,000",0,1,"NA",0,No,0,1,48
17294,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,26
17302,55 to 64 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,52
17303,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,Satisfied,0,No,0,1,52
17304,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,52
17305,35 to 44 years,Female,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,1,48
17307,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17308,35 to 44 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
17309,15 to 24 years,Male,0,1,"Less than 50,000",0,0,Satisfied,1,No,0,0,52
17310,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
17313,75 years and over,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,36
17320,35 to 44 years,Female,1,1,"Less than 50,000",0,1,Dissatisfied,1,No,0,1,52
17328,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
17329,15 to 24 years,Female,0,1,"Less than 50,000",1,1,Very satisfied,0,No,0,1,52
17332,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,1,0,52
17336,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,No,1,1,52
17339,15 to 24 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,16
17340,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",0,No,0,1,52
17342,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,0,1,52
17343,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",1,No,0,1,36
17344,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
17349,25 to 34 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17353,45 to 54 years,Male,1,0,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17357,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17361,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
17365,25 to 34 years,Female,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,0,48
17367,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,0,No,0,1,52
17370,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
17373,45 to 54 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
17376,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,16
17377,25 to 34 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17380,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,1,52
17381,25 to 34 years,Male,1,1,"Less than 50,000",0,0,"NA",1,Yes,0,1,52
17384,25 to 34 years,Male,0,0,"Less than 50,000",0,1,"NA",1,No,1,1,52
17386,35 to 44 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
17389,25 to 34 years,Female,1,1,"Less than 50,000",1,1,Satisfied,1,Yes,0,1,52
17390,45 to 54 years,Male,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,1,52
17393,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,1,1,52
17395,25 to 34 years,Male,1,0,"Less than 50,000",0,0,Satisfied,1,No,0,1,52
17397,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
17398,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17401,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17405,15 to 24 years,Male,0,1,"Less than 50,000",1,1,Satisfied,1,No,0,0,10
17406,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,0,52
17408,35 to 44 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17410,55 to 64 years,Male,1,1,"Less than 50,000",0,1,"NA",1,No,0,1,25
17413,65 to 74 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",0,No,0,1,52
17418,45 to 54 years,Male,1,0,"Less than 50,000",0,0,Neither satisfied nor dissatisfied,1,Yes,1,1,52
17419,25 to 34 years,Male,1,1,"Between 50,000 to 100,000",0,1,Very satisfied,1,No,0,1,52
17421,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17424,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,1,1,52
17425,45 to 54 years,Male,1,1,"More than 100,000",0,0,"NA",1,No,0,1,52
17427,55 to 64 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17429,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17430,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Satisfied,1,Yes,0,1,52
17431,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Satisfied,1,No,1,1,52
17432,25 to 34 years,Male,0,0,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,52
17437,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17440,55 to 64 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,1,1,52
17441,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17445,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",1,0,"NA",1,No,0,1,52
17455,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",0,No,0,0,52
17456,35 to 44 years,Male,0,1,"Less than 50,000",0,1,"NA",1,Yes,0,1,52
17457,65 to 74 years,Female,0,1,"Between 50,000 to 100,000",0,1,Very satisfied,0,No,0,1,52
17463,25 to 34 years,Male,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,1,52
17466,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17468,55 to 64 years,Male,1,0,"More than 100,000",0,1,Satisfied,1,No,0,1,50
17471,35 to 44 years,Female,1,0,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17473,35 to 44 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,1,52
17475,35 to 44 years,Male,1,1,"More than 100,000",0,0,Very satisfied,1,No,0,0,52
17477,45 to 54 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,0,24
17480,55 to 64 years,Female,0,1,"Less than 50,000",0,0,"NA",0,No,0,0,52
17482,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,1,1,52
17483,35 to 44 years,Male,1,1,"More than 100,000",0,1,"NA",1,No,0,1,52
17487,15 to 24 years,Male,0,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,1,0,44
17490,45 to 54 years,Female,0,1,"Less than 50,000",0,0,"NA",0,No,0,0,52
17491,45 to 54 years,Female,0,1,"Less than 50,000",0,1,"NA",1,No,0,0,52
17493,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Neither satisfied nor dissatisfied,1,No,1,0,52
17494,35 to 44 years,Male,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,52
17496,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17498,45 to 54 years,Female,1,1,"Less than 50,000",0,1,Very satisfied,1,No,1,0,52
17500,35 to 44 years,Female,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17504,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,0,Satisfied,1,No,0,1,52
17506,35 to 44 years,Female,0,1,"Between 50,000 to 100,000",0,0,"NA",1,No,0,1,33
17507,35 to 44 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,0,52
17508,35 to 44 years,Female,1,1,"More than 100,000",0,1,Very satisfied,1,No,0,0,52
17509,25 to 34 years,Male,1,1,"Less than 50,000",0,1,"NA",1,Yes,0,1,52
17518,55 to 64 years,Female,1,1,"Between 50,000 to 100,000",0,0,Very satisfied,0,No,0,0,52
17519,45 to 54 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,0,No,0,0,52
17524,65 to 74 years,Male,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,40
17527,25 to 34 years,Female,1,1,"Between 50,000 to 100,000",0,0,Dissatisfied,1,No,0,1,9
17528,45 to 54 years,Female,1,1,"Between 50,000 to 100,000",0,1,Satisfied,1,No,0,1,52
17529,25 to 34 years,Female,1,1,"Less than 50,000",0,0,Dissatisfied,1,Yes,0,1,52
17531,45 to 54 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,1,1,52
17533,55 to 64 years,Male,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,0,1,52
17534,55 to 64 years,Male,1,1,"More than 100,000",0,1,Satisfied,1,No,0,1,52
17535,45 to 54 years,Female,1,1,"More than 100,000",0,1,Neither satisfied nor dissatisfied,1,No,0,0,52
17536,55 to 64 years,Female,0,1,"Less than 50,000",0,1,Very satisfied,1,No,0,1,20
17538,45 to 54 years,Female,0,1,"Between 50,000 to 100,000",0,1,"NA",1,No,1,1,52
